"point_linear","point_high","point_low","linear1","linear2","linear3","H1","H2","H3","L1","L2","L3"
-1,-1,-0.999999999999999,-1,-1,-1,-1,-1,-1,-1,-0.999999999999999,-0.999999999999999
-1.2064113278424,-1.39267861018065,-1.05482397395738,-1.35023150793489,-1.2064113278424,-1.0625911477499,-1.51801887776126,-1.39267861018065,-1.26733834260005,-1.28457589046759,-1.05482397395738,-0.825072057447173
-1.17447518368327,-1.26901571987985,-1.02806985854961,-1.41296333128293,-1.17447518368327,-0.935987036083621,-1.51870825924258,-1.26901571987985,-1.01932318051711,-1.30964509151219,-1.02806985854961,-0.746494625587035
-1.05000396846151,-1.13594142493426,-0.877257213685283,-1.327823653247,-1.05000396846151,-0.772184283676012,-1.51034372423129,-1.13594142493426,-0.761539125637223,-1.19386649013516,-0.877257213685283,-0.560647937235411
-0.928445014681077,-1.08680627970125,-0.817325247834232,-1.19138586596345,-0.928445014681077,-0.665504163398704,-1.52787235142867,-1.08680627970125,-0.645740207973836,-1.11333862524686,-0.817325247834232,-0.521311870421606
-0.851871245602481,-0.838149074481171,-0.756387217728006,-1.06100281390135,-0.851871245602481,-0.642739677303612,-1.30668638209098,-0.838149074481171,-0.36961176687136,-1.00442172062982,-0.756387217728006,-0.508352714826197
-0.649130767175224,-0.403912390184876,-0.800600398633723,-0.86787193430454,-0.649130767175224,-0.430389600045908,-0.846552628549497,-0.403912390184876,0.0387278481797463,-1.03849517448796,-0.800600398633723,-0.562705622779484
-0.617574687365403,-0.277571747160353,-0.900441843370642,-0.840764608220598,-0.617574687365403,-0.394384766510209,-0.696349502559286,-0.277571747160353,0.14120600823858,-1.13434088459894,-0.900441843370642,-0.666542802142343
-0.218179546095058,0.105124369554071,-0.697975768899392,-0.462544717710919,-0.218179546095058,0.0261856255208027,-0.269031953032919,0.105124369554071,0.479280692141062,-0.948352891851336,-0.697975768899392,-0.447598645947447
-0.178095077310866,0.0730204498548761,-0.567617876204554,-0.376032476120345,-0.178095077310866,0.019842321498613,-0.220883418373444,0.0730204498548761,0.366924318083196,-0.778068158081531,-0.567617876204554,-0.357167594327576
0.00427983511264999,-0.0203866610051918,-0.222210146807826,-0.157720596874785,0.00427983511264999,0.166280267100085,-0.359283018849235,-0.0203866610051918,0.318509696838852,-0.419175931205223,-0.222210146807826,-0.0252443624104282
0.125111992134987,0.104421761561756,0.00906932884553911,-0.0593909579868651,0.125111992134987,0.30961494225684,-0.277667666002757,0.104421761561756,0.48651118912627,-0.165747913571825,0.00906932884553911,0.183886571262903
0.1327172343286,0.24118906558015,0.185712885742871,-0.0657053415984263,0.1327172343286,0.331139810255627,-0.186355883773941,0.24118906558015,0.668734014934242,0.0151224295783917,0.185712885742871,0.35630334190735
0.110941290374335,0.0870980327775502,0.172707322854308,-0.072968430128198,0.110941290374335,0.294851010876868,-0.255905514685631,0.0870980327775502,0.430101580240731,0.00686555194818164,0.172707322854308,0.338549093760435
0.207234365084542,0.034057988303973,0.319832470851268,0.0268891736309809,0.207234365084542,0.387579556538104,-0.311883796063134,0.034057988303973,0.37999977267108,0.127765142925049,0.319832470851268,0.511899798777488
0.319487505948441,0.0595888215164802,0.50645878694923,0.11772306769747,0.319487505948441,0.521251944199413,-0.286398959984118,0.0595888215164802,0.405576603017078,0.267371048914944,0.50645878694923,0.745546524983516
0.314617667583373,0.174613950858145,0.553177710797764,0.107533508024167,0.314617667583373,0.521701827142579,-0.178574305132898,0.174613950858145,0.527802206849189,0.307861165970134,0.553177710797764,0.798494255625393
0.373363577376541,0.188048298431788,0.562701529657439,0.161172771162551,0.373363577376541,0.585554383590531,-0.192833130271104,0.188048298431788,0.568929727134681,0.256820046393652,0.562701529657439,0.868583012921226
0.335738397858015,0.359018425380023,0.503920812098055,0.144366819518774,0.335738397858015,0.527109976197255,-0.0681089700948254,0.359018425380023,0.786145820854871,0.264280295266598,0.503920812098055,0.743561328929512
0.249036355875298,0.449170892747634,0.245880626322464,0.085897789373853,0.249036355875298,0.412174922376744,0.0550406343785394,0.449170892747634,0.843301151116729,0.0746043586762501,0.245880626322464,0.417156893968677
0.170127707080879,0.525879153044058,0.0400938731591446,-0.0223903645626554,0.170127707080879,0.362645778724414,0.181745670344129,0.525879153044058,0.870012635743987,-0.14713297698257,0.0400938731591446,0.227320723300859
