"obs","Year","Month","AK","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","ME","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NM","NV","NY","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VA","VT","WA","WI","WV","WY","IP","CPI","UNRATE","Stock","Interest_rate","stock_vol"
124,1986,4,-3.61575708344336,5.76432784504509,4.22509464652047,5.44593129261718,5.90808450910503,2.22554728947729,18.546287438474,5.96797476534372,9.28649719217051,2.14598229411528,9.59984126326161,6.15608293669402,1.94739431915055,0.0409911558871864,5.91061834498908,3.57678576563794,1.77883138319916,2.3645187495405,-1.85731374042774,24.6503007711616,6.27519827449357,13.2677636444224,6.24125677081855,-0.0538454682693698,4.05771515311532,2.73451736905405,6.47316138901719,5.85663890716292,0.0345578057337287,1.09320396573815,22.3998810404499,18.0237599700976,4.39734518349944,3.17885565896155,16.719748335173,4.16581883116578,-2.33350443649964,-3.99536870112587,7.74680489718829,16.8540360282682,3.49471733331163,0.833197843828986,6.64401798575626,0.768080332559176,0.676681232992971,5.01438238401331,9.21061030807699,1.78947273800764,2.76222951048771,-2.02181244961454,-3.9519292807802,0.509800231589836,1.57629596652576,-0.2,27.123548887358,-1.27933333333333,3.29343323886495
125,1986,5,-3.63262300045092,5.57249115810755,4.38303337998369,6.24073364370787,6.23134685684224,2.2428064304056,19.4637693210017,6.05099346385777,9.5526488446024,2.90483234334965,8.73672253837296,6.55519380833971,1.83078538076228,0.206222298503352,6.77010305778327,4.849560839733,3.73520956961888,2.89640657757118,-2.03528180368726,23.4772976903768,6.81507934069294,13.0921607293912,6.3446134656806,3.58300727887409,4.39771529568242,1.73381343499559,5.57740336584691,6.36074866591967,0.193637119513546,0.599863988001081,22.2875293780296,18.3994835627781,3.69649930872222,3.54576613525608,17.354183891746,4.46182223822646,-1.86982040611826,-1.00111074263545,7.87654301306605,17.6363780508442,4.11570006145384,0.999108628254338,6.71705324505167,0.9060752752509,1.22283383222846,5.37067247480574,9.37914266804932,2.68379732356819,2.94376246190982,-1.54260372083416,-4.38409695641685,0.55792138762737,1.66516335924422,0,24.9786029922413,-1.11806451612903,3.25028495303536
126,1986,6,-3.77568185885822,4.65546332577864,3.75342621926562,6.3976815067388,6.37698555397029,1.83391474659436,20.791706201306,6.42878993347593,10.1096457101024,3.85530734273512,7.15993402672887,6.55030933695533,1.38956239690263,0.258436302597302,7.37672448568989,6.0799386290397,5.61486581412975,3.72295044201948,-2.37321263725948,22.7893264545539,7.26094288037315,13.2691277891154,7.22188371439457,8.72801533980819,4.73631444123901,0.840553159413461,4.29827098712168,6.55337305238395,0.026136284011932,0.052226080553092,22.4346558104715,19.3831407716786,2.8551158192455,3.88046048122262,17.1436525910579,5.74925285426376,-1.95808127718051,1.0602392593833,8.13889032295559,18.9231511453387,4.89564152042978,0.7192623477545,6.28797026941328,0.517540010067955,1.40457834227032,6.07681170445983,9.90175335384193,2.61032212179469,3.19800483640129,-0.34298617432902,-4.32201942653247,0.211577315114975,1.75200424201633,-0.2,25.1175421924138,-0.616666666666666,3.18876336138455
127,1986,7,-3.95920674823651,4.20208303755597,2.79856435107505,5.95014949902076,6.35711273295746,1.69119117704537,22.3412575162054,6.92068937055144,11.0393119240068,4.47921266269869,6.03683707220334,6.20792069179518,0.901292711183374,0.183767675121349,7.88299926042828,6.83308351457899,5.85837554277991,4.42705696966736,-3.03663641369115,22.3385752993757,7.64320092927394,13.7107833411296,8.63197102389457,10.3618869485234,4.93114072120101,0.237739828701763,2.66948591902942,6.43313886731479,-0.46523458997497,0.257762454689797,22.5023895658185,20.4290698421926,2.54849720346819,3.78307567005403,16.637075275531,6.38887020246751,-2.49316193929266,1.30809381425322,9.03198450180268,20.5455622043388,5.52362644344209,0.0580486943971571,5.91752930068996,0.0549961583147182,1.02351810090864,6.52577294598648,10.4456354526641,1.78328384152525,3.21923479855554,1.31306210351687,-4.13706926364319,1.33840517666275,1.65749650942126,-0.4,21.4246146968294,-1.32677419354839,3.13646418014434
128,1986,8,-4.09212850168874,4.579305470597,2.42645452966461,4.81961983399631,6.19929644918852,2.22856144015678,23.6395663663892,7.27573574752306,12.012198727586,3.9000998543322,4.93996495212814,5.75294741164026,0.738020509500595,0.287897247112624,7.64627454719558,6.99283409356892,4.44860507001043,4.58808300441182,-3.62973272745355,21.9664353136296,8.26296132512065,13.936443306692,9.31289254289689,6.95630823770967,4.53125945493528,0.0622389371671038,0.78417361344527,6.22869722709514,-1.04947721430827,1.21285715162402,21.9279192452992,20.5115331027272,2.82856925123503,3.40213157785005,16.2456885621575,5.84871258546621,-3.14220056922528,0.0317577197458483,10.1157662819151,22.0044034117183,5.64961624640927,-0.58387770635976,5.57885303983493,-0.889609933879387,0.451849750955747,6.72346530658604,10.8113997278654,1.64696274446718,3.32275525371065,3.07555609983884,-4.07978475713355,0.839034186073911,1.56325022498261,-0.199999999999999,25.6015158791265,-1.72774193548387,3.1019037103264
129,1986,9,-4.22264398853511,4.93323160522992,2.6088709773129,3.02748741631245,6.05999000021518,3.14725371734957,24.440998447128,7.83083420024046,12.5080804726887,2.98035894583149,4.45309294303688,5.63210856826521,0.643239808532635,0.610221757169496,7.1588903722004,6.69266327230265,3.33271007155052,4.46223186800607,-3.46004109944484,21.3254254984899,9.22227905007799,13.8233946832518,9.14707238038456,2.86293309755823,4.04101937448423,0.357571900675755,-1.16096612835991,5.91629976854402,-1.48294517864209,1.78322778714513,21.127349271731,20.2604339942324,3.15746772134064,3.0425988946386,16.8361725827327,5.26364899823825,-3.73585387759084,-1.62606191764942,10.5528067356069,23.1183610680497,5.17171832927304,-0.677677112742647,5.39050326589755,-1.9475698819165,0.0618898061172224,7.04965397696914,11.1293825298599,2.36583164187089,3.32468183699642,4.85965605362437,-4.22699731476462,0.748197293773606,1.74236411472537,-0.0999999999999996,25.1191296217824,-2.031,3.13411369823556
130,1986,10,-4.4218714441537,4.95270107116866,2.62488098013037,1.43379003801885,6.53592988904274,3.14860281871395,25.0005577319938,8.74121635497706,12.578813237714,2.71537403339623,4.69026118941844,5.96520231395742,0.365095057969739,0.808753576791018,7.405753831067,6.37616593747211,3.10187995561364,4.60468307096795,-3.04895000491052,20.6506603053952,9.88791338799993,13.6641661047713,8.61001512126821,1.44616924672214,4.00388632981353,0.943983815743885,-2.93355171728599,5.87337608437247,-1.61035807313037,1.72075080437273,20.9806214308193,20.7014787948721,3.20940598797726,2.73595124920755,17.8625067102549,5.48424573726952,-4.03973812235807,-1.97510334919269,10.7492869122731,24.3349316820677,4.60951597563892,-0.0646855737349279,5.72558713046578,-2.48250421414386,-0.227786182596829,7.5410267615158,11.5305923493637,3.01091938020475,3.2132228074779,6.5358728601671,-4.5637009148871,1.51526720909607,1.55467237383,-0.0999999999999996,23.9930505771259,-2.14064516129032,3.08325860126707
131,1986,11,-4.72038559284359,4.81282764707311,2.29382359153594,1.30485879512263,7.26618909698193,1.99387693372865,25.7800905361696,9.58880787659231,12.6063771099608,3.34103988690495,5.19128898424721,6.38723908428802,0.101090550136235,0.696589136673959,7.87129885334843,6.11931770335494,3.08031317466916,4.62992059033327,-2.809189721333,20.0954623300269,9.97608745484879,13.6614002603175,8.86088466500231,1.83328393872158,4.30723530499954,1.55192984002834,-4.35185443540841,6.04905919779583,-1.48125094643254,1.30132963732145,21.0394262994801,21.5473294189143,2.85948422811828,2.47394595948027,18.1245455410599,6.07194443137531,-4.04859953971799,-0.998403508831528,11.2848799583875,25.999387110592,4.33655996405576,0.853460848111952,6.28159401402269,-2.44853684225371,-0.310899434889222,7.84912085607074,12.1026781553171,3.10755073487079,3.08672202907929,7.49621522691892,-5.04803377917638,1.57066838084443,1.27622516138513,-0.0999999999999996,21.2044837090113,-2.01133333333333,3.03542691284807
132,1986,12,-5.30107973819216,4.8341823208576,1.84217559547386,2.21844450101319,7.46460580069804,0.975724057081475,26.4481075568001,10.3465066131895,12.7671807342439,4.2086642163073,5.37613877143961,6.47359821761163,0.0616227146353949,0.612755844188201,7.87486761601557,6.0682206008672,3.02212383192683,4.51494696200524,-2.58415386079906,19.2508825153214,9.95753654458545,13.9951907385747,9.22067046226538,2.32241602175583,4.73133628423194,1.7132308096309,-5.2706624976065,6.08513775288777,-1.25286625658067,0.928169692410579,20.4984807519152,22.1391369213149,2.38679766044114,2.34979170541373,17.7842393907502,6.0935016251599,-4.20067710141235,0.336364510248244,11.4741341008167,27.5960022108999,4.50483376147761,1.74081483186677,6.47567600208718,-2.31721903267124,0.0717939648662791,8.09563149027195,12.7833646804302,3.02650253897348,2.88552626945808,7.45338694134634,-5.54890616311254,1.52801713887142,1.18022250566279,-0.4,17.4799562934337,-1.36677419354839,3.00127040972862
133,1987,1,-6.39175585024754,5.00002415018118,1.64636155624696,2.9969175535685,7.74445066516608,0.753092100571359,26.4293188748586,11.1666001171483,12.9168393263504,4.38478272453915,5.41061953751373,6.21709258554029,0.222327607952145,0.850247372627561,7.43303964768551,6.32119082707201,3.01659792372186,4.79574289825827,-2.54951250477842,18.4392950889823,10.0335850101362,14.6086445924842,9.32740214128943,2.98715923246735,5.44540373505136,1.36915367083589,-5.47834556379407,6.30978064340338,-1.02015308568326,0.793505177608042,19.5805441047079,22.2286593760377,2.14846689296772,2.45775811721615,16.9750583600504,5.98194272051634,-4.59379543291706,1.84333194027719,11.6422676793515,28.4809781989351,5.06988011268253,2.41557748022067,6.26312102468489,-2.54018581316049,0.65859943935976,8.20795152563122,13.4236029991779,3.41712259776483,2.81613984175149,6.82911123386872,-5.76084647491483,0.627127515366305,1.3556466083608,-0.100000000000001,22.9647662711453,-1.71838709677419,2.98776108790027
134,1987,2,-8.04316486136526,5.042390851337,1.86865304639651,3.28208915736374,7.87414755433058,0.987090253099626,25.9549780957583,11.8611385334515,12.7000948782385,3.06118592167199,5.83953253725502,5.86449330749888,0.543158800870722,1.20754827464794,7.89317870805442,6.53987362226551,2.89127600645671,5.15563649491093,-2.75723232089892,17.6374019626709,10.252051724432,15.2351605619811,9.72451893778873,4.18213204668684,6.38551474949625,0.862147365101043,-5.06399048855554,6.70789306409965,-0.803342356019304,0.921723727578047,18.8557216020159,21.9342721698569,2.04597126630913,2.6613824969963,16.4676178725273,6.09648752474929,-5.20843808010997,3.3382494294871,11.9703058595996,28.8782530615121,5.68091401762745,2.83055781682138,6.0309994181905,-2.39066097635053,0.987169482332213,7.99491820121122,13.9024717752244,4.15875579158567,2.83058160383287,6.13722094206472,-5.73139084307554,2.63161334466826,1.89621934398143,-0.600000000000001,23.6988480500366,-1.75892857142857,3.07788859213131
135,1987,3,-10.2076542480304,4.74661035676831,2.20288538093774,2.74940192797855,7.98443137308223,0.727886171841465,25.454099961514,12.2214214097441,12.2726611521601,1.86297835711674,6.38210512047796,5.61993848523607,0.98072326632062,1.23494512558308,9.10073408545793,6.42462427706094,2.85099004668062,5.18007280069563,-3.05840721138741,16.7849683541448,10.6917809262444,15.9130028139129,10.1255390886596,6.01392264771091,6.78944970450239,0.410502896170127,-4.40214509371186,6.65640473470386,-0.703148786643166,1.28043001492504,18.5517521128912,21.7212777411833,1.79237570106595,2.71767438011884,16.4296610235024,6.39863599119111,-6.24926380467408,4.24331965276255,12.3260425283621,29.4496459566423,5.91643730281178,3.01480719841457,6.02415001597279,-2.33721862697358,0.890776768874959,7.93321577596618,14.3078259674304,4.58334296422996,2.93704895101427,5.63862459174417,-5.87889234912726,3.47499700335279,2.80181002495708,-0.600000000000001,21.7015380487537,-1.35064516129032,3.04142096646315
136,1987,4,-12.8268028291777,4.33052550940088,2.55065034821982,1.45128682595946,8.24124952911701,-0.134394610784124,25.3716346318232,12.279548264676,11.9903143639935,2.66734625543293,6.24780972296607,5.68478033589636,1.19284607651266,0.428040445915262,9.56703728034827,5.56971645493795,2.9438483937128,5.14187071993832,-3.36993217390319,16.1839565154053,11.1093583380229,16.6586634233318,10.2882070068704,6.90521991925201,6.57776578924996,0.271620660670847,-3.72616424634723,5.9277532742232,-0.770496357177704,1.68742104764959,18.4313294839383,22.408627625158,1.32480906197717,2.6190606768202,16.2166614357266,7.03046078134876,-7.50356752885627,3.34922279981539,12.9105511394665,30.3327675244229,5.50501646203163,3.09594622711617,6.0957497322567,-4.08572161575919,0.348514377111536,8.39274340435697,14.7086461633856,4.00396544153927,3.11353469014832,5.36473887368161,-6.4027941659634,4.01298707213202,3.61376269185668,-0.8,17.7162123085053,-0.622666666666667,3.0002002771435
137,1987,5,-15.6461318992803,4.24693570700345,2.85783751418344,0.320118123947751,8.39440995361036,-1.02328400821274,25.5175762532517,12.1035046229063,11.8976775153735,3.02541585849187,5.68897918799965,6.16257844687732,0.883351902954355,-1.05517034400995,9.52233581143564,4.28160874519512,3.01962295110908,5.26475274891861,-3.79835826706171,15.6598102990322,11.4637224610877,17.122466866427,10.5822928849844,5.94341291101772,6.17662450512362,0.538420409838568,-3.14620443004421,5.27186146090139,-0.921878449347719,1.70653210957601,17.9208790811593,23.0271842111208,0.932299193342833,2.54426654869008,15.9084519111273,6.97915624826415,-8.30292055763319,1.27917285518473,13.5786382001227,31.0913638212273,4.42870494528528,3.31282799453047,6.11895550457091,-7.25786524905085,-0.579643685170581,8.99057216371898,14.8900885556531,3.08477277319517,3.01575946810559,4.92253459052586,-7.31241042348001,4.43452202103317,3.60399364831969,-0.9,17.1132719516362,0,2.99125727567002
138,1987,6,-18.0707918474435,4.58290697830173,2.92058368560773,0.020289036914735,8.44062201944821,-1.69048060045792,25.1372698237211,11.7448071510761,11.9120739978174,2.68035557673903,5.56037419481123,7.12085340657614,0.368230664075229,-2.50225187061646,9.28008319002974,3.56235672594933,2.90204517460022,5.50506853147705,-4.34860271528867,14.6747799897343,11.9124688808123,17.1188913707376,10.2230910605726,4.45388898665851,5.58173561512754,0.86351167169388,-2.58846229469567,5.29659092950654,-0.958851893885158,1.36934164409648,16.6881573051251,22.4053977323589,0.88731324671815,2.62174151734279,16.1637161436018,6.01786919431237,-8.63151548535809,-0.24865843763836,13.9144457404954,31.2438577526202,3.14434004491351,3.72379997645553,5.8723042340877,-7.97905329484642,-1.57304684245903,9.40105525048016,14.6945128514812,3.34209526163678,2.91553516083227,3.92716208554088,-8.42943335712899,5.36663358611098,3.67919469335766,-1,18.5875066690154,-0.191666666666667,2.95293332614951
139,1987,7,-19.6474590508062,4.29818552582245,2.63598976976964,0.185565104459505,8.39670675607046,-2.15175899490279,24.2212472199165,11.5862463259165,11.8893158105592,2.6211168163604,5.76350364139115,8.27305094718281,0.0980505123385829,-3.45907006565067,8.85165243757866,3.62576082545878,2.41362200491305,5.88756871321677,-4.62403528636338,13.3791862122762,12.1503663707347,16.7964139949111,9.16886044188799,3.67281152194356,4.82406519487119,1.0812993880063,-2.04891455374698,5.35172031714185,-0.819232947840322,0.389794980430593,15.1439277414171,21.1759540973619,1.00265115187673,3.01323114224782,15.8917383407086,5.37052083967161,-8.98841261328661,-0.556015029641104,13.6286473639139,30.6723100632404,2.39395755820736,4.21063867982566,5.29904868996742,-6.58669687618825,-2.21340323976076,9.70743488593738,14.2339119649975,4.09258041002769,3.07794499498108,2.61762443220434,-9.41967456294753,5.42974810499175,3.85179724356749,-0.9,23.1135812361773,0.0251612903225809,2.93596156829701
140,1987,8,-20.6118220593515,3.39389166421377,1.85182560049467,0.704390348418058,8.69121318365115,-2.32875655691631,22.9499360355674,11.8826896674341,11.7928650265027,2.8104224175443,5.99400647014498,9.14566592581822,0.0856204767095446,-3.97608106039578,8.82827788328057,3.92243081552745,1.95001376923896,6.27073864341566,-4.66903800993665,12.4380690456896,11.8943066606633,16.56619105128,8.52278663928882,4.22185843586772,4.60325402515033,1.16625678452581,-1.6013308184302,5.16884806621849,-0.59758310114415,-0.883671589312265,13.9720417396466,20.6688373284231,0.950665844939303,3.35763429072959,15.5881416433276,5.72585473069803,-9.53770805272719,0.481920203726411,13.2956289188398,29.7229601449864,2.4947124653006,4.47435627708807,5.04958279951011,-5.85600421382631,-2.66012950786781,9.86663818344063,13.8333746712473,3.71096495191376,3.37851660322899,1.49380634470431,-10.2514926554855,6.34784624222958,4.19891962868499,-0.9,26.7778608105884,0.561612903225806,3.00376542125078
141,1987,9,-21.350156548704,2.81815873898762,0.810653115932868,1.79433260020683,9.34441865687229,-2.33049817336521,21.2920215159505,12.3401385114271,11.8406639815156,3.11182881792855,5.80441985059654,9.50196285850531,0.157767485471545,-4.31325347799758,9.10599599262565,3.7409130628366,1.87576597738313,6.14055913415745,-4.95647596319069,11.8345695851504,11.414655296674,16.4820457090104,8.54514111788605,5.28848602749563,4.68660670603712,0.965975038851297,-1.36401186278533,5.30875314258743,-0.417550748189429,-1.44702275551413,13.0645875445938,20.5165084626007,0.688271052319767,3.19322391636106,15.2560426297623,6.04492366271842,-10.0280722085436,2.06624839526201,13.4300630991024,28.5785268849033,3.24113548120276,4.0784072236638,5.14861963156757,-5.59128415899817,-3.0427507480462,9.8320320737467,13.7403958552841,2.89194010255611,3.93087343881478,0.845394009768409,-11.0788433067906,6.4536597421622,4.18396583429088,-1.1,26.3772585709557,1.326,3.04037719138219
142,1987,10,-21.9245640442988,2.47424392843555,0.0420909135263454,2.7210217432931,9.57030250662956,-2.43368072390203,19.5655380953877,12.7655701158885,12.0574653386802,3.4053943743825,5.43840487220304,9.41756602141033,0.213065668539396,-4.52608681210698,9.03384511341054,3.34451877777855,1.93354493856701,5.39936762413895,-5.01288644990817,10.709831439448,11.1281556306975,16.2632674284914,8.971765025186,5.10713491008875,4.69231718345536,0.424448918512838,-1.40787828738955,5.51191638464535,-0.422578954359688,-1.37112198247264,11.8215688454402,19.2930255444074,0.20934416985439,2.65870114134572,14.3055283274751,5.94488906732617,-10.0623455597533,2.27227840194188,13.4472705045446,26.9104615321389,4.14611330761011,2.99046671142254,5.02241708811962,-6.12941771576646,-3.05769195839962,10.0309902836134,13.9265156374557,2.66841114481293,4.23565584575611,0.71208974803636,-12.0102468565454,7.37278627546662,4.2635231644436,-1,13.8987916035616,1.44290322580645,2.99985426645653
143,1987,11,-22.0906493545327,2.20689426481913,-0.319352558332924,2.36168635384887,9.5753613518267,-2.62362582482294,17.808669653174,13.328849227057,12.0354709553795,3.59706492958393,5.1379222282885,9.22512687522476,0.105158979224659,-4.55797266539493,8.67860413607365,3.57140127380488,1.81696154673735,4.85400687190512,-4.61251117822811,9.33094598775072,11.1519658795263,15.9374261559168,8.7493551167856,4.05046023894824,4.67255188091841,-0.219668595542866,-1.63433301666112,5.44678840459497,-0.710085899671905,-1.1795546129385,10.4905120744947,17.2755742075813,-0.277363849545414,2.12016508753488,13.3991774009818,6.07168876678149,-9.70190960115425,1.07560949929108,12.9082808200656,24.602147942624,4.79226365351046,1.72416137166172,4.62514003665228,-7.14150655547334,-2.91978653165521,10.4751947664253,14.1392783219822,2.86417584352712,3.91393389041854,1.18297905974301,-12.9079689721626,7.46632341343004,4.42942202310043,-1.1,-2.61347204544149,0.654,3.32186084126048
144,1987,12,-21.1941890262453,2.04585433261616,-0.39234478691753,1.23598434198258,9.95719328214391,-2.96640628774245,16.1722651028681,13.8865304619386,11.4776967782025,3.48061141157564,4.79059248452057,9.34331155417845,-0.218457982806339,-4.40610850839937,8.59991500083561,3.93889320351364,1.61227093174018,4.86002292353614,-4.66453188133603,8.44090186321565,11.4855586698529,15.5273338539054,8.10246319114995,3.38303403076437,4.4375222544983,-0.49490102271558,-1.98208160047345,5.24971775157301,-1.27677003628619,-1.20719452757404,9.56274256320029,15.6729219427738,-0.511989169216427,1.78848615369812,12.4687964877679,6.32327212113569,-9.58020635010464,0.0652727166657352,12.488237662276,22.3617100859876,4.90185639302864,0.591756970248547,4.23546581833233,-7.7026625279388,-3.1499749379647,10.6514111758799,14.183091581778,3.07963923952788,3.52930451067697,2.08338605734031,-13.4034611501615,7.07589052389525,4.24091819250936,-0.899999999999999,-5.22539408107507,-0.138064516129033,3.76543369955695
145,1988,1,-18.8270599977735,2.03543160922502,-0.401497108748864,0.445183915836096,10.2327260843076,-3.64008210942969,15.163760072178,14.174028411435,10.7559927778164,3.45959063500711,4.65016871235919,9.89598164699181,-0.588830329351293,-4.04605010281903,9.17991518240943,4.04361732060632,1.5104443042576,5.03781676164773,-5.45723000813468,7.62106262168848,11.8134815924384,14.9647142026825,7.77946953432314,3.18180072301645,3.78150177463768,-0.355732190393269,-2.61922558639727,4.86925528576435,-2.00863946262006,-1.14870457002723,8.96494677512045,14.6755769910721,-0.631588461686088,1.58771429546263,11.774997669609,6.26887492509521,-9.98021579117179,-0.431006544039162,12.3144610088582,20.9130528158693,4.36339609068409,-0.368715969084779,4.02530689032268,-7.58885878029479,-3.65572840795622,10.6318007022913,14.0793047738981,2.8608765925317,3.32996700643014,2.99363647487664,-13.4527417935696,7.42673948042941,4.04628636131809,-0.899999999999999,-7.28862266600657,0.40741935483871,3.68507121195598
146,1988,2,-15.2917158642068,1.97487049538585,-0.547497353639021,0.0750297878607193,10.505554619109,-4.16392087843163,14.4787160317898,14.4532663618571,10.4167712446997,4.21482774239588,4.64751890933875,10.5837806115693,-0.77668215902206,-3.44124723863027,8.96767882281713,4.22708787909315,1.44275762649212,5.21102632327622,-6.39920235088995,6.86268979404436,11.8334219958431,14.2844057436936,7.62095617639845,3.33654835622892,3.07378421456408,-0.0620393796594547,-3.43904516509976,4.46198209832432,-2.78414689072013,-0.923966426789676,8.32726722538414,13.8858602030624,-0.794944653257479,1.41451147619872,11.152109319623,5.98294734982578,-10.3949611882283,-0.536917931402931,12.5291838928756,19.9763166325825,3.46933740872987,-1.12460795775037,3.92219786128628,-7.51101969942406,-3.99690849052689,10.6940990739408,14.0561465266857,2.40371445283201,3.36788636267823,3.6764297019335,-13.1858281871908,6.60933188128788,3.86012836968121,-0.899999999999999,-9.898318500196,0.481687192118227,3.60631490259689
147,1988,3,-11.4822496837413,1.81023009853581,-0.760502124862214,0.0896280579768434,10.7859110787882,-4.02419035704569,13.7067292226866,15.0155386599434,10.5098505900011,4.92734804327729,4.59565486725656,11.3748871152435,-0.626133588093048,-2.65199695147787,8.12070843640123,4.53635301729979,1.14801742536132,5.28516671624849,-7.18815841179932,6.11111710060136,11.6592220472602,13.552758099227,7.33953799428166,3.59675329487241,2.75533094441549,0.213205968352149,-4.04880356260476,4.45669085754541,-3.51279686565123,-0.770019657398375,7.22817086591613,13.0746792394811,-0.878637630679095,1.37400070261595,10.3548354219871,5.87133253286927,-10.1160731602994,-0.162202454141804,12.8543976522715,18.8153368118648,2.93952307253666,-1.57112520208123,3.69362864821924,-7.63083736580652,-4.06828377985988,10.8574590182926,14.1281696493236,2.27019381129891,3.49791010737212,4.05545576346579,-12.6035638599266,6.69668926834798,3.76082799171593,-0.899999999999999,-10.4777155766063,0.44741935483871,3.54183343464492
148,1988,4,-8.10623543445725,1.82498029437938,-0.820349046656054,0.405119462810224,11.1912337577034,-3.39339559812999,12.4230223634526,15.6805259601332,10.6821153612387,4.42895782528103,4.68137375872883,12.437923798582,-0.110435528608496,-1.83275849672178,7.94107789123061,4.79610479797281,0.764389443060882,5.10698763557876,-7.74891844012563,5.51719563807676,11.5084522473865,12.8592902841137,7.21619260713911,3.64317898530329,2.66094143559696,0.242480883528001,-4.25190478667972,4.76422238384266,-4.11744700703327,-0.593263088530728,5.74140815708212,11.5939979078614,-0.760193911272865,1.52526051614193,9.62260320370882,5.82870220575782,-8.95665352517982,0.597162264183103,12.644553523745,17.103207716677,3.10326091831769,-1.74193371496584,3.32120411028359,-6.69181505581824,-3.84983372860508,10.9589735107729,14.1584591089558,2.69784776621857,3.45114908282914,3.96941886473361,-11.6689504827219,6.62740420524644,3.91524560971816,-0.899999999999999,-9.88152098121481,0.506333333333334,3.46277997584905
