"quarter","year","qtr","C","trend_raw","cycle_raw","log_C","trend","cycle","D_H","D_L"
"1990Q4",1990,4,89.612,89.4294824138897,0.182517586110313,449.548923958468,449.344103650872,0.204820307596583,1,0
"1991Q1",1991,1,89.871,89.4413031050856,0.429696894914387,449.837530879209,449.357122277313,0.480408601895409,1,0
"1991Q2",1991,2,89.6493333333333,89.4589465468546,0.1903867864787,449.590576369704,449.376584901639,0.213991468064983,1,0
"1991Q3",1991,3,89.1863333333333,89.4833247573412,-0.296991424007889,449.072781409567,449.403505414126,-0.330724004559055,0,1
"1991Q4",1991,4,89.451,89.5154687464314,-0.0644687464314231,449.369098932209,449.43903144972,-0.0699325175111426,0,1
"1992Q1",1992,1,89.665,89.5562239043712,0.108776095628782,449.608050340039,449.484103940863,0.123946399175975,1,0
"1992Q2",1992,2,88.7586666666667,89.6063953284401,-0.847728661773417,448.592107616998,449.539620112173,-0.947512495174943,0,1
"1992Q3",1992,3,88.7106666666667,89.6668561009773,-0.956189434310661,448.538013762844,449.606554654769,-1.06854089192485,0,1
"1992Q4",1992,4,88.9523333333333,89.7379494739086,-0.785616140575246,448.810064573332,449.68529006446,-0.875225491128404,0,1
"1993Q1",1993,1,89.0266666666667,89.819421080763,-0.792754414096361,448.893595032156,449.775540998997,-0.881945966840691,0,1
"1993Q2",1993,2,89.0943333333333,89.910525544982,-0.816192211648718,448.969573350178,449.876475100198,-0.906901750020433,0,1
"1993Q3",1993,3,89.6966666666667,90.0100220184982,-0.313355351831505,449.643360746754,449.986708793655,-0.343348046900889,0,1
"1993Q4",1993,4,90.0596666666667,90.1161595331117,-0.0564928664449821,450.047241363036,450.104291691363,-0.0570503283268922,0,1
"1994Q1",1994,1,90.117,90.2269912735278,-0.109991273527844,450.110882606189,450.22705881279,-0.116176206601418,0,1
"1994Q2",1994,2,90.4113333333333,90.3405351164106,0.0707982169227416,450.436962827169,450.352809520947,0.0841533062222857,1,0
"1994Q3",1994,3,90.144,90.4547401938778,-0.310740193877768,450.140839169396,450.479270568717,-0.338431399320357,0,1
"1994Q4",1994,4,90.6633333333333,90.5675998869328,0.0957334464005172,450.715301224617,450.604221304798,0.111079919818508,1,0
"1995Q1",1995,1,90.9353333333333,90.676913363958,0.258419969375306,451.014863119423,450.725229558266,0.289633561156707,1,0
"1995Q2",1995,2,91.7253333333333,90.7805396267397,0.94479370659365,451.87986042858,450.839932583145,1.03992784543546,1,0
"1995Q3",1995,3,91.7743333333333,90.876499189545,0.89783414378839,451.933266521414,450.946148654434,0.987117866979689,1,0
"1995Q4",1995,4,91.483,90.9634030627075,0.519596937292466,451.615316267021,451.042346002037,0.572970264983766,1,0
"1996Q1",1996,1,91.889,91.0404234029011,0.848576597098868,452.058132687658,451.127609804525,0.930522883132895,1,0
"1996Q2",1996,2,91.8293333333333,91.1070571148851,0.722276218448198,451.993178180743,451.201383346884,0.791794833859485,1,0
"1996Q3",1996,3,91.7193333333333,91.1633314637922,0.556001869541134,451.873318946496,451.263691490901,0.609627455595296,1,0
"1996Q4",1996,4,91.62,91.2097251373915,0.410274862608534,451.76495884586,451.315053970135,0.449904875724624,1,0
"1997Q1",1997,1,91.313,91.2470643246206,0.0659356753794457,451.42931651975,451.356371535305,0.0729449844447269,1,0
"1997Q2",1997,2,91.2106666666667,91.2764316362062,-0.0657649695395474,451.317184930543,451.388826127678,-0.0716411971347544,0,1
"1997Q3",1997,3,91.446,91.2989508926723,0.147049107327688,451.574863413177,451.413645279135,0.161218134041993,1,0
"1997Q4",1997,4,91.395,91.3157048114367,0.0792951885632664,451.519077236857,451.432011745808,0.0870654910483645,1,0
"1998Q1",1998,1,91.3133333333333,91.3278680156095,-0.0145346822761246,451.429681563857,451.445209045166,-0.0155274813092181,0,1
"1998Q2",1998,2,91.4236666666667,91.3366646877933,0.0870019788733382,451.550438002608,451.454575110606,0.0958628920021413,1,0
"1998Q3",1998,3,91.4273333333333,91.3433099264147,0.0840234069185966,451.554448554005,451.461438170852,0.0930103831526437,1,0
"1998Q4",1998,4,91.1073333333333,91.3490732061369,-0.241739872803578,451.203829864781,451.467186368935,-0.263356504153424,0,1
"1999Q1",1999,1,91.1436666666667,91.3552765162524,-0.211609849585694,451.243701617271,451.473265979374,-0.229564362103172,0,1
"1999Q2",1999,2,91.335,91.3630907586331,-0.0280907586331001,451.453406572865,451.480958678875,-0.0275521060098836,0,1
"1999Q3",1999,3,91.108,91.3735545789952,-0.265554578995195,451.204561599762,451.491402666415,-0.286841066653523,0,1
"1999Q4",1999,4,91.5606666666667,91.3876890663305,0.172977600336144,451.70017762578,451.505718920908,0.194458704871776,1,0
"2000Q1",2000,1,91.685,91.4063493380191,0.278650661980916,451.835878900113,451.524849145599,0.311029754513373,1,0
"2000Q2",2000,2,92.286,91.4304986224411,0.855501377558876,452.489245069773,451.549856580425,0.939388489347814,1,0
"2000Q3",2000,3,92.1286666666667,91.4612743046406,0.667392362026067,452.318615071249,451.581998858918,0.736616212330835,1,0
"2000Q4",2000,4,91.623,91.5003484580225,0.122651541977539,451.76823318649,451.623120732417,0.145112454072904,1,0
"2001Q1",2001,1,90.6893333333333,91.5498102762179,-0.86047694288458,450.743974638309,451.675527337393,-0.93155269908318,0,1
"2001Q2",2001,2,90.1063333333333,91.6118256100719,-1.50549227673857,450.099045441176,451.741614505601,-1.64256906442543,0,1
"2001Q3",2001,3,89.9223333333333,91.68802251234,-1.76568917900671,449.894633480041,451.82319584836,-1.9285623683195,0,1
"2001Q4",2001,4,89.7086666666667,91.779088103105,-2.07042143643833,449.656738275499,451.921058371323,-2.26432009582457,0,1
"2002Q1",2002,1,89.1923333333333,91.8846059467126,-2.69227261337927,449.079508671424,452.034783728662,-2.95527505723804,0,1
"2002Q2",2002,2,90.1886666666667,92.0028655941109,-1.8141989274442,450.190377246336,452.162538374491,-1.97216112815556,0,1
"2002Q3",2002,3,89.8083333333333,92.1304739258645,-2.32214059253113,449.767776981479,452.300641716011,-2.53286473453269,0,1
"2002Q4",2002,4,92.7603333333333,92.2629039482084,0.497429385124963,453.001910588382,452.44418055972,0.557730028662229,1,0
"2003Q1",2003,1,94.3036666666667,92.3941773295073,1.90948933715936,454.652007188101,452.586658671655,2.06534851644643,1,0
"2003Q2",2003,2,94.546,92.5186266314916,2.02737336850836,454.908648855118,452.721928399122,2.18672045599539,1,0
"2003Q3",2003,3,93.8366666666667,92.6317778467275,1.20488881993919,454.155568225936,452.84513293225,1.31043529368552,1,0
"2003Q4",2003,4,94.7993333333333,92.7304240761362,2.06890925719713,455.176237688744,452.952782161453,2.22345552729142,1,0
"2004Q1",2004,1,94.8383333333333,92.8121114761517,2.02622185718159,455.217368758574,453.042204999202,2.17516375937143,1,0
